Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.55187479989966E-17,0.0446005706134094,1.6821697537738E-17,0,0,0,0.701,0.000968871493105087,-5.00594264029923E-20,-1.08427729866104E-19,0.000982283333333332,-5.31761855936095E-21,0.000968871493105087,0,0,0,0,0,0,package://hole/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://hole/meshes/base_link.STL,,方形孔-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
