Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,2.66411113095566E-18,0.0236991649839012,0.000674062132963851,0,0,0,0.0149206757619702,3.26440469252734E-06,1.18460490810512E-22,1.17639685366046E-22,8.79598609441658E-07,1.20605568921254E-08,3.26406312616221E-06,0,0,0,0,0,0,package://装配体2/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://装配体2/meshes/base_link.STL,,三角形-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
