Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000471533743886664,0.000471533743886665,0.0205221327428395,0,0,0,0.0406560209567301,9.0494324346721E-06,-9.30310743710379E-08,1.00096427449068E-08,9.04943243467211E-06,1.00096427449068E-08,6.57183212341783E-06,0,0,0,0,0,0,package://irregular/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://irregular/meshes/base_link.STL,,不规则图形-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
